chr	coord	esc_max_exp	npc_max_exp
chr16	23560000	0.07125	0.81848
chr4	79360000	991.35097	831.04471
chr6	131440000	0.03014	0.22185
chr6	133880000	0.00000	0.00000
chr4	43000000	0.02056	0.02095
chr3	127520000	0.59068	0.00000
chr6	41640000	0.34655	0.25584
chr19	53400000	31.28379	0.07892
chrY	66520000	0.00000	0.00000
chrX	123040000	0.00000	0.00000
chr4	61960000	0.00000	0.00000
chr5	108640000	6.66335	0.39166
chr10	21600000	1.06877	0.00000
chr8	19600000	0.03161	0.02684
chr4	53920000	0.00000	0.00000
chr14	45320000	12.05470	11.17873
chr16	77600000	0.00599	5.36878
chr4	117240000	2247.09857	1385.07957
chr4	155480000	0.08072	0.00000
chrX	98160000	0.10268	0.17090
chr7	30160000	3.17346	3.78237
chrY	24800000	0.00000	0.00000
chr5	144280000	5.75780	0.23626
chr14	26200000	6.13401	0.03712
chrX	38160000	7.12185	0.00000
chr6	87400000	0.02182	0.01853
chr16	26480000	0.09554	0.00000
chr6	63360000	0.00000	0.00000
chr6	32080000	0.00000	0.00000
chr4	40240000	6.96814	0.89099
chr5	5680000	0.17486	0.53376
chrX	130520000	0.02763	0.00000
chr6	117720000	31.41478	42.38316
chr1	182320000	24.76336	13.75631
chr2	175400000	23.80602	28.59073
chr4	88160000	0.21720	2.39779
chr5	34920000	0.07759	0.36787
chr2	170360000	0.01591	0.01351
chr4	22960000	0.00000	0.00000
chr18	9960000	26.13102	17.32303
chr13	74440000	0.00000	0.00000
chr3	60640000	0.26020	0.33850
chrX	122240000	0.00000	0.00000
chr8	123960000	35.04537	14.34926
chr2	89280000	0.00000	0.00000
chr7	123000000	9.19430	10.47216
chr11	73440000	0.00000	0.00000
chr3	22840000	0.00000	0.00000
chr9	8240000	0.03366	0.00000
chr8	44560000	0.00000	0.00000
chr9	56120000	1.10220	0.07455
chr5	117560000	0.00000	0.01652
chr11	60480000	37.96980	0.07178
chr1	28960000	0.00000	0.00000
chr16	36080000	133.51189	3.17424
chrX	9880000	0.03378	0.00000
chr13	59800000	5.41896	0.51593
chr17	46280000	82.94790	0.24069
chr3	87200000	2.62050	5.75574
chr10	76080000	0.43171	0.74545
chr13	54720000	7.86006	6.78462
chr5	35280000	0.05964	0.05525
chr15	74960000	11.13623	0.00000
chr19	47120000	1065.68077	601.65097
chr5	37760000	0.01769	0.00000
chr15	87200000	0.00000	0.00000
chrY	67760000	0.00000	0.00000
chr4	99320000	0.00000	0.02334
chr14	44200000	0.00000	0.00000
chr15	82800000	0.03406	0.00000
chr10	80280000	22.38417	1.60922
chr1	137280000	0.01950	0.00000
chr12	81640000	0.75923	2.64890
chr8	87600000	0.01432	0.04866
chr6	138680000	0.08980	0.00000
chr10	7800000	17.56102	0.43273
chr2	91480000	1.21725	4.95923
chr13	25080000	0.12401	0.07851
chr11	92920000	0.00000	0.00000
chr15	11920000	1.17838	1.19534
chr3	107880000	34.74507	29.73544
chr1	180920000	26.57222	17.79816
chrY	50520000	0.00000	0.00000
chr8	118760000	0.00000	0.00000
chr18	73600000	19.24352	31.14324
chr1	32760000	0.00000	0.00000
chr18	9800000	0.00000	0.00000
chr8	91080000	1.26350	0.00000
chr3	19320000	7.64705	16.10797
chr11	60720000	9.00903	0.00000
chr7	108160000	0.00000	0.00000
chr5	98480000	8.56828	10.62337
chr11	100480000	19.60773	0.22660
chrX	95480000	3.97937	5.65150
chr18	35720000	3.54859	0.00559
chr17	46560000	7.34741	5.79100
chrY	59000000	0.00000	0.00000
chr11	20560000	3.67872	4.16785
chr6	90200000	0.00000	0.00000
chr1	45520000	0.27460	0.03027
chr5	143160000	0.05968	0.00000
chr9	70200000	0.05070	0.01722
chr10	9560000	0.01186	0.17619
chrY	75560000	0.00000	0.00000
chr10	30960000	0.00000	0.14825
chr6	28840000	0.13088	0.80582
chr9	102800000	0.14943	0.07614
chrX	106280000	0.11222	0.00000
chr4	143280000	5.87447	10.68494
chr2	161280000	0.13049	0.09498
chrX	169320000	0.00000	0.09386
chr2	48840000	3.30477	0.04901
chr12	116440000	13.89883	10.37631
chr14	54960000	2.11321	0.00000
chr5	65160000	0.00000	0.00000
chr8	20640000	0.07095	0.18077
chr12	36080000	7.62556	29.69212
chr5	9360000	0.00000	0.13109
chr13	37080000	0.00476	0.00808
chr3	50920000	0.00000	0.00416
chr8	102560000	0.00000	0.00000
chr9	18320000	57.94257	26.09186
chr9	19560000	0.00000	0.00000
chr12	112360000	0.00000	0.01142
chr5	109400000	0.00000	0.00000
chr19	8880000	125.34772	0.13510
chrY	27640000	0.00000	0.00000
chr10	118040000	0.00000	0.00000
chr15	79280000	0.00000	0.00000
chr10	98920000	13.30836	12.89896
chr6	90880000	579.74499	0.00000
chr6	130600000	0.01606	0.00000
chr7	13720000	0.00000	0.00000
chr5	107520000	0.02091	0.00507
chr6	89800000	0.00000	0.00000
chr1	43280000	0.00000	0.00000
chr7	121000000	9.20514	5.62764
chr2	114200000	17.31809	8.22206
chr9	20960000	50.63795	37.51444
chr4	9880000	0.01587	0.11228
chr9	58400000	0.01703	0.00000
chr3	86000000	4.48057	0.00000
chr5	113880000	0.05021	0.17056
chrY	4000000	0.00000	0.00000
chr9	67800000	0.04919	0.03133
chr1	136760000	0.00000	0.00000
chr3	148480000	0.00000	0.00000
chr17	13560000	0.17622	0.14964
chr1	33440000	0.00000	0.00000
chr17	90480000	0.03052	0.00000
chr9	76360000	0.08791	0.01030
chr6	148280000	0.00000	0.03936
chr4	95600000	0.00000	0.00000
chr6	24760000	0.00000	0.00000
chr1	83320000	0.21334	0.18117
chr16	97480000	0.04611	0.06526
chr2	13560000	3.26819	1.61312
chr3	82680000	0.00000	0.00000
chr15	76920000	1649.89337	8.73923
chrX	147800000	1.10629	0.00000
chr19	12720000	0.00000	0.00000
chr1	85080000	2.07543	0.00000
chr6	6600000	78.32779	102.33915
chr16	43400000	0.00000	0.00531
chr13	99720000	0.00000	0.00000
chr6	87280000	0.02649	0.00000
chr7	103000000	0.00000	0.00000
chr2	25680000	0.00000	0.00000
chr8	57560000	22.65624	0.13914
chr2	165440000	0.05108	0.01301
chr1	91000000	3.43605	0.00000
chr9	84000000	0.03648	0.00000
chr5	149880000	0.00000	0.00000
chr9	71200000	0.13976	0.00000
chr9	106320000	8.10768	4.71367
chr1	24040000	26.39404	0.08135
chr1	30840000	0.93912	1.24852
chr15	25720000	0.91116	0.82213
chrY	72840000	0.00000	0.00000
chr3	116640000	3.68461	0.99410
chr4	18440000	0.00000	0.00000
chr6	113400000	42.54405	4.02379
chr11	74880000	0.00000	0.00000
chr7	70400000	0.00768	8.32420
chr12	22160000	1.31412	1.24367
chr2	84720000	11.81724	0.00000
chr6	128960000	0.00656	0.00000
chr2	32400000	2.24161	0.01209
chr1	18040000	0.00000	0.00000
chr1	5320000	0.13933	0.04872
chr6	126200000	0.16347	4.26635
chr15	37720000	0.00000	0.00000
chr1	103400000	0.00000	0.00000
chr13	9160000	0.12370	0.10505
chr12	44240000	10.07059	0.00000
chr4	155400000	1.81822	0.00000
chr17	26920000	11.21300	18.29569
chr15	82360000	102.06661	0.00000
chr1	120000000	0.02563	0.00000
chrY	9320000	0.00000	0.00000
chr10	80960000	3.60003	0.18516
chr11	43720000	7.92529	7.15071
chrY	49600000	0.24311	0.00000
chr1	167720000	0.64353	3.10613
chr12	8000000	0.18767	0.01025
chr1	182760000	0.00000	0.00000
chr2	88760000	0.01977	0.00000
chr16	44400000	0.02419	0.33618
chr16	10720000	0.00000	0.00000
chr1	45560000	0.00000	0.00000
chr2	54320000	0.00000	0.00000
chrX	44480000	0.00000	0.00000
chr2	148400000	0.00000	0.02228
chr2	72640000	11.61869	4.90976
chr7	67680000	5.84632	7.36723
chr8	120920000	0.00000	0.00000
chr17	37880000	0.07974	0.00000
chr14	101680000	113.88271	29.07288
chr6	10800000	0.00000	0.00000
chr2	131960000	0.00582	0.00494
chr6	90480000	1.86722	0.12991
chrGL456354.1	40000	1.08350	0.00000
chr16	45440000	2.36534	2.02938
chr18	23760000	1.89864	0.87281
chr14	19680000	0.00000	0.00000
chr7	89440000	3.42119	0.87813
chr17	56240000	5.29119	4.72388
chr19	5320000	88.01782	0.66830
chr15	44360000	0.00000	0.00000
chr5	33440000	0.00000	0.00000
chr7	10520000	5.57830	7.23795
chr2	130120000	0.69338	0.00000
chr2	84680000	104.45956	108.94637
chrX	123720000	0.00000	0.00000
chr10	45040000	0.09265	0.04721
chr19	40200000	0.00000	0.00000
chr3	61040000	0.34824	0.01477
chrY	2320000	0.03171	0.00000
chr17	13880000	192.54180	124.26011
chr7	127040000	28.91471	0.00000
chrX	40160000	8.43781	7.71445
chrX	58240000	0.00000	0.00000
chr7	60000000	4.14123	0.00000
chr11	61520000	17.11935	0.82371
chr5	31560000	10.37058	2.09108
chr14	29240000	26.68950	10.83279
chrX	72640000	0.00000	0.00000
chr1	127880000	4.67689	0.00000
chr13	43000000	0.02826	0.00000
chr3	101760000	0.00000	0.00000
chr14	32240000	126.24438	39.22944
chr1	60600000	2.07766	14.44541
chr9	73120000	114.99035	0.00000
chr11	73240000	0.03045	0.07243
chr6	128480000	21.93192	10.96103
chr10	62600000	4.30679	0.10375
chr12	113160000	33.96602	11.38851
chr9	21320000	17.28084	11.44432
chr16	93720000	8.74873	0.47451
chr2	78000000	0.02353	0.00000
chr8	105920000	14.60464	0.02571
chr3	93240000	0.00000	0.00000
chrX	151400000	0.00000	0.00000
chr1	80240000	0.03338	0.00000
chr5	77440000	0.69524	0.00000
chr5	3760000	0.25400	0.35374
chr6	68680000	0.00000	0.00000
chrGL456210.1	120000	1.02070	0.00000
chr14	29040000	0.00000	0.00000
chr13	41240000	1.39170	4.06852
chr12	33440000	29.20782	10.06751
chr10	25080000	3.73577	2.05277
chr4	129760000	20.24440	28.75675
chrX	164040000	0.28515	0.91120
chr15	89400000	1.83030	0.00000
chr10	81040000	0.60930	0.08937
chr11	65040000	0.87676	0.29135
chr14	79680000	0.00000	0.36148
chr10	128680000	2.10724	0.11962
chr3	58600000	55.53644	47.13910
chr8	47560000	10.54396	8.32865
chr13	69160000	0.00000	0.00000
chrX	36440000	0.00000	0.00000
chr17	56080000	43.37378	4.00394
chr15	76480000	39.80196	0.26530
chr4	22040000	0.00000	0.07776
chr3	75280000	0.00000	0.00000
chr13	119480000	11.60353	0.01193
chr11	116400000	50.75242	29.35917
chr7	21160000	0.00000	0.00000
chr3	102280000	0.05132	0.00000
chr1	97560000	0.00000	0.02677
chr3	93960000	0.04820	0.00000
chrX	123120000	0.02566	0.13890
chr3	82080000	0.28063	0.29083
chr4	88080000	0.00000	0.06665
chr15	18040000	3.14224	1.63070
chr1	132080000	0.05718	0.00441
chr3	23400000	0.00000	0.00000
chr15	30080000	0.00000	0.00000
chrY	52640000	0.00000	0.00000
chr9	66920000	7.57315	9.83911
chr9	72400000	0.00000	0.00576
chr1	105360000	0.04379	0.00000
chr1	49240000	0.00000	0.00000
chr3	59440000	2.77296	0.00000
chr19	34800000	0.00000	0.00000
chr2	38600000	0.11473	0.10718
chr4	123280000	33.74439	0.22146
chr2	119880000	0.39030	1.08905
chr7	15360000	0.12900	0.00000
chr6	132680000	0.00000	0.00000
chr9	123680000	0.02051	0.02353
chr2	129760000	239.66917	77.22353
chr6	87160000	0.00884	0.08262
chr9	97080000	0.44184	0.10540
chr9	7560000	0.00000	0.00000
chr6	117480000	0.00000	0.03768
chr13	27520000	0.00000	0.00000
chr12	79040000	2.77337	1.93083
chr14	20560000	8.94524	0.09129
chr17	44760000	0.00000	0.02003
chr10	21760000	0.39383	0.00000
chr3	20280000	0.02844	0.00000
chr3	17840000	0.00000	0.00000
chr7	29800000	5.49966	1.33778
chr5	100240000	0.00000	0.00000
chr17	21680000	0.81036	4.73690
chr16	15880000	15.26347	16.01630
chr5	3160000	0.00000	0.00000
chr13	46920000	0.00000	0.00000
chr17	13280000	0.00000	0.00000
chrY	30560000	0.00000	0.00000
chrX	6080000	14.34890	0.00000
chr4	43760000	0.02573	0.04370
chrX	54560000	0.00000	0.00000
chr18	58560000	0.03007	0.03830
chr3	65520000	224.56021	163.10486
chr11	61280000	5.37528	3.65011
chr1	10800000	0.00000	0.00000
chrX	106720000	0.46311	0.13109
chrX	60280000	0.00000	0.00000
chr2	49640000	5.02671	18.67851
chr11	4640000	5.83244	0.15551
chr10	22360000	0.84904	0.49864
chr3	36840000	0.00000	0.00000
chr4	154080000	0.00894	0.00000
chr1	164120000	0.01270	0.00000
chr7	120920000	15.06132	8.62424
chr6	145280000	597.57514	470.91726
chr17	21400000	1.49200	2.67000
chr3	136680000	1.84337	6.78610
chr13	67280000	0.86218	0.45477
chr11	75000000	0.00000	0.00000
chr11	77720000	100.74069	19.65534
chr7	80640000	0.00000	0.00550
chr11	60440000	19.07219	6.59878
chr1	55040000	53.20435	38.46852
chr1	102200000	0.00000	0.00000
chr15	79640000	3.77497	0.56444
chr16	58920000	0.00000	0.00000
chr5	25480000	0.00000	0.00000
chrX	71840000	728.74453	587.59077
chr5	137920000	0.26941	0.07626
chr8	119560000	32.24988	22.83881
chr2	14280000	0.00000	0.00000
chr1	146880000	0.00000	0.00000
chr7	12840000	31.81668	8.58854
chr4	130080000	0.04428	0.00000
chr15	98120000	11.23763	0.37600
chr14	34240000	0.14000	0.00000
chrY	81920000	0.00000	0.00000
chrY	33480000	0.00000	0.01062
chrY	68040000	0.00000	0.00000
chr9	102320000	0.00000	0.00000
chrY	65840000	0.00000	0.00000
chr12	72200000	0.19176	0.03016
chr4	48680000	1.12764	0.78225
chr16	95560000	0.15629	0.00000
chr2	67480000	0.03742	0.00000
chr9	111120000	6.14237	5.48981
chr11	97800000	2052.51078	18.70082
chr17	35160000	30.76996	4.61955
chr11	61480000	0.22855	0.21834
chrY	24080000	0.00000	0.00000
chrX	29920000	0.04453	0.00000
chr9	39360000	0.00000	0.00000
chr17	20600000	6.00312	1.85723
chr3	139160000	0.00000	0.00000
chr3	67640000	2.10786	2.09294
chr5	19520000	0.00000	0.00000
chr9	22320000	2.49205	5.52094
chr13	76080000	0.00000	0.00000
chr19	4200000	193.58826	142.59966
chrY	51440000	0.00000	0.00000
chrY	18680000	0.00000	0.00000
chr13	13040000	0.00000	0.00000
chr1	145320000	0.00000	0.00000
chrX	140120000	0.01904	0.01617
chr1	31000000	1.23838	0.00000
chr2	112120000	0.00000	0.06757
chr1	55200000	4.56324	2.48010
chr7	10960000	0.00000	0.00000
chr15	20200000	0.00000	0.00000
chr15	41800000	0.00000	0.00000
chr6	83920000	0.51316	0.26147
chr16	80160000	0.00000	0.00000
chr5	107000000	12.10576	15.53997
chr6	41320000	0.00000	0.00000
chr19	30280000	0.00000	0.00000
chrX	121720000	0.00000	0.00000
chr10	45200000	0.66358	0.08377
chrX	142800000	0.00000	0.00000
chr13	46960000	5.90890	9.87408
chr2	18160000	1.95683	1.66176
chr17	83320000	1078.34621	521.81382
chr4	134120000	0.96900	0.00000
chr9	35560000	12.26193	9.23878
chr3	74280000	0.11321	0.09614
chr10	93760000	0.00000	0.05432
chr11	88760000	0.89104	0.00000
chr18	23160000	0.00000	0.00000
chr4	106480000	0.30238	3.81128
chrY	70040000	0.00000	0.00000
chr3	42200000	0.00000	0.00000
chr7	7640000	0.00000	0.00000
chr11	107400000	1.17061	0.00000
chr1	131720000	0.04040	0.02744
chr19	42640000	0.15961	0.00753
chr6	86440000	3.28392	0.00000
chr12	30520000	0.24764	0.00000
chr6	78240000	2.64466	0.65451
chr3	30240000	0.02641	0.40366
chr2	50560000	6.18305	0.00000
chr7	8080000	0.00000	0.00000
chr1	7160000	4.75318	0.44970
chr15	86120000	0.00000	0.00000
chr8	123920000	0.26070	0.39849
chr4	143920000	0.18795	0.00000
chr4	42760000	0.45826	1.39091
chr5	99280000	0.00000	0.00000
chr14	41360000	0.09601	0.00000
chr6	116520000	0.03495	0.00000
chr15	57720000	0.20642	0.00000
chr1	93280000	0.00000	0.00000
chr11	52520000	0.00000	0.00000
chr3	136360000	0.00250	0.00000
chr2	173880000	0.00000	0.00000
chr9	38880000	0.06045	0.00000
chr3	130920000	0.00000	0.00000
chr5	119560000	0.00000	0.00000
chr4	138160000	0.00000	0.00000
chr18	30280000	13.60972	8.00929
chr2	112280000	334.85513	104.79988
chr14	70320000	0.95887	0.55334
chr2	152480000	0.73478	0.00000
chr14	33600000	0.26598	0.00000
chr7	79400000	18.73069	0.10085
chr9	114600000	78.88074	14.15912
chr7	59640000	0.00000	0.20079
chr8	77520000	2.87131	0.61466
chr14	103400000	22.63527	5.83125
chr18	60840000	1.00680	0.00000
chr12	104440000	0.00905	0.00000
chr4	68200000	0.00000	0.00000
chr2	31160000	3.53649	3.21310
chr14	55920000	4.41833	0.01294
chr8	13080000	0.00000	0.00000
chr19	16960000	2.72599	0.27637
chr15	38000000	1.77010	2.47163
chr4	96160000	0.00961	0.00000
chr1	139960000	35.50211	16.49957
chr2	27480000	0.22779	0.96721
chr11	68880000	8.33170	10.12300
chr15	98480000	0.00000	0.00000
chr10	111320000	2.40864	2.09154
chrX	96720000	0.00822	0.02792
chr11	31160000	0.00000	0.06109
chr4	132840000	895.11342	399.44154
chr5	29840000	0.13575	0.00000
chr7	24480000	4.99084	0.31816
chr4	22520000	223.95948	148.90734
chr7	40920000	0.09075	2.95667
chrY	90440000	0.05924	0.00000
chr2	173720000	0.02078	0.00000
chr3	138680000	0.00000	0.00000
chr19	34280000	2.10806	10.73221
chr16	30600000	19.32110	1.72809
chr8	67520000	45.84282	17.62916
chr12	24520000	18.00349	0.52874
chr3	79640000	4.77875	0.15998
chr3	65800000	0.00000	0.00000
chr12	84160000	0.14253	0.22862
chr14	66040000	1.23701	0.01401
chr15	83200000	16.92744	13.08326
chr18	52360000	0.00000	0.00000
chr10	120960000	1.06804	0.64497
chr7	31120000	0.59667	0.04255
chr13	52600000	3.05661	0.25415
chr1	8880000	0.00000	0.00000
chr8	21280000	0.00000	0.00000
chr11	75600000	1905.82701	947.93762
chr10	52400000	5.25275	0.76577
chr11	40040000	0.00000	0.00000
chr10	75520000	69.72207	22.42617
chr1	106560000	0.00000	0.34990
chr2	74920000	0.00000	0.00000
chr12	109720000	34.03134	0.00000
chr18	75520000	0.04871	0.03447
chrY	69400000	0.00000	0.00000
chr1	64680000	0.00000	0.00000
chr12	30080000	0.04400	0.03737
chrY	6960000	0.00000	0.00000
chr3	94640000	251.89205	287.54099
chrY	80520000	0.00000	0.00000
chr16	36840000	5.41607	9.74941
chr1	139120000	0.00000	0.00000
chr10	19960000	1.46758	0.17985
chr19	28600000	0.08425	0.57954
chr4	121160000	0.00000	0.00000
chrGL456211.1	200000	2.19451	0.00000
chr7	4680000	16.64179	11.54383
chr5	66760000	0.43134	1.07572
chr1	170960000	207.57990	0.00000
chr8	124040000	43.69935	0.38689
chr10	76640000	0.08525	0.05334
chr4	155000000	5.76918	0.07081
chr15	102120000	0.52939	0.18117
chr17	45720000	20.84395	25.47328
chr15	98760000	38.66089	12.97627
chr3	112200000	0.00000	0.00000
chr13	100160000	8.15759	4.66322
chrY	10120000	0.00000	0.00000
chr16	16840000	0.22944	0.06611
chr3	15880000	0.00507	0.00000
chr11	14600000	0.00000	0.00000
chr8	121160000	0.00000	0.00000
chr2	175200000	12.27446	1.27643
chr10	46680000	0.00000	0.00000
chr9	10920000	0.01237	0.14003
chr5	51520000	0.00000	0.00000
chr17	27680000	0.87163	0.79863
chr4	96400000	0.00000	0.00000
chr3	152280000	1.20587	0.32582
chr7	4600000	0.00000	0.00000
chr3	88240000	0.03856	0.36465
chr3	152120000	0.00000	0.00000
chr5	69760000	0.00000	0.00000
chr4	119080000	0.35770	0.00000
chr10	62080000	14.54491	4.67416
chrY	38920000	0.00000	0.00000
chr19	40240000	0.58020	0.28609
chrX	68840000	6.13936	4.23770
chr3	149680000	0.00000	0.01123
chr12	86680000	1.05648	0.00000
chr1	36160000	3.31399	4.34934
chr16	39960000	0.00000	0.00000
chr6	6880000	0.00786	0.00000
chr19	9240000	0.00000	0.00000
chr5	40360000	6.28289	3.10837
chr7	48880000	0.03839	0.14672
chrY	38520000	0.00000	0.00000
chr2	167440000	1.99830	2.11381
chr13	96120000	1.47465	0.00000
chr9	59680000	1041.83313	325.07033
chr2	89080000	0.00000	0.00000
chr2	70600000	0.07965	0.62570
chr14	46800000	29.30320	23.88579
chrX	166880000	826.58018	528.80272
chr1	90680000	0.00000	0.00000
chrX	7280000	0.51410	0.48807
chr4	150040000	1.75872	1.54200
chrX	95200000	0.39375	4.95968
chr1	48800000	0.00000	0.00000
chr9	76880000	0.00000	0.00000
chr2	99560000	0.00000	0.00000
chr4	106680000	15.21845	3.02481
chr7	32720000	2.46993	0.00000
chr7	5080000	115.77429	1.36868
chrX	18200000	9.52489	6.84229
chr3	58120000	360.46313	139.39059
chr11	67960000	0.41727	0.02081
chr15	3280000	5.34432	8.70893
chr11	28760000	0.00000	0.00000
chr12	76560000	1.37971	0.00000
chr17	21360000	0.00000	0.00000
chr7	108680000	0.00000	0.00000
chr9	102160000	0.15830	0.00000
chr15	67200000	0.10866	0.11773
chr5	137720000	2.06728	0.00000
chr17	66120000	61.75286	0.00000
chr16	93800000	9.68221	0.01021
chr15	103880000	0.00000	0.00000
chr6	14600000	0.14650	0.43544
chr2	82400000	0.00000	0.00000
chr6	142040000	0.00000	0.00647
chr8	95600000	0.18185	0.25371
chr1	72560000	0.00410	0.04529
chr5	45800000	0.42597	3.12905
chr2	127560000	0.60050	0.00000
chr17	33240000	0.00000	0.01454
chr13	43880000	0.00000	0.00000
chr5	140520000	1.02805	0.73872
chr7	27160000	0.18471	0.00000
chr2	39400000	0.00000	0.00000
chr19	8960000	37.74106	0.93552
chr11	74360000	0.00000	0.00000
chr13	117640000	0.02649	0.00450
chr5	117960000	0.04291	0.00000
chrY	50400000	0.00000	0.00000
chr7	109520000	424.12585	340.55911
chr6	48000000	0.70527	0.70781
chr5	137480000	0.06316	0.00480
chr19	10560000	16.66274	4.71777
chr11	68120000	0.00000	0.00000
chrX	96320000	0.00000	0.00000
chr15	77080000	24.26506	11.41493
chr2	138280000	2.65501	4.52581
chrX	46480000	3.06736	2.87699
chr2	154280000	0.00000	0.00000
chr16	49720000	4.40539	7.89235
chr11	33040000	14.26156	12.91491
chr7	83640000	2.03582	4.27554
chr4	139840000	0.00000	1.13960
chr6	127000000	0.06719	0.05706
chrX	128400000	0.00000	0.00000
chr1	36960000	9.77500	2.93038
chr13	112680000	8.60840	0.15033
chr4	62080000	0.00000	0.00000
chr18	15840000	1291.93681	1145.39389
chr7	80280000	27.75674	12.72501
chr13	91240000	1.56721	0.03724
chr12	103960000	0.00000	0.00000
chr5	145480000	0.00000	0.00000
chr11	117680000	4.89551	5.12811
chr16	11080000	6.36297	11.22167
chr3	156720000	0.00000	0.11945
chrX	32600000	0.00000	0.00000
chr6	70120000	0.00000	0.00000
chr6	57880000	0.00685	0.00000
chr5	17920000	0.00000	0.07953
chr1	164880000	0.00000	0.00000
chr11	69160000	0.23819	0.07023
chr1	98560000	0.00000	0.00000
chr11	104000000	9.50142	16.00516
chr11	48600000	1.79401	0.95592
chr5	83320000	0.00000	0.01827
chr11	70600000	3.26568	2.97513
chr2	153160000	0.00000	0.15400
chr4	120880000	1.72449	3.18360
chr9	59040000	4.22278	18.33817
chr7	47600000	0.00000	0.00000
chr4	153240000	0.00000	0.00000
chrX	20880000	26.33550	0.00000
chr12	80680000	303.38613	130.49385
chrX	152000000	0.00000	0.00000
chr3	105800000	0.28754	0.51653
chrY	21600000	0.00000	0.00000
chr6	115120000	0.00000	0.00000
chr16	92640000	0.00000	0.00000
chr4	98680000	0.32651	0.00000
chr1	33040000	0.00000	0.00000
chr17	28720000	19.21425	0.09869
chr1	82120000	0.00000	0.00000
chr11	115600000	81.61308	20.20627
chr2	80640000	1700.42747	856.74861
chr4	58040000	0.00000	0.00000
chr7	18880000	0.24686	0.00000
chr4	148080000	30.40368	15.17562
chr6	145160000	0.00000	0.00000
chr11	116840000	1.76555	0.00000
chr4	134520000	23.71848	0.00000
chr10	14160000	0.00000	0.00000
chr9	124000000	0.00000	0.19556
chrY	49760000	0.00000	0.00000
chr10	49800000	0.01806	1.08727
chr3	108720000	0.00000	0.00000
chrX	55240000	0.00000	0.00000
chr8	118320000	0.03352	0.75298
