gene	chr	coord	expression_breadth
ENSMUSG00000041605	chr1	136220000	32
ENSMUSG00000029788	chr6	30600000	14
ENSMUSG00000040146	chr9	21980000	32
ENSMUSG00000029076	chr4	155980000	32
ENSMUSG00000060519	chr1	156660000	32
ENSMUSG00000073197	chr12	18500000	32
ENSMUSG00000054005	chr7	18240000	4
ENSMUSG00000037316	chr8	25780000	32
ENSMUSG00000038932	chr2	180640000	24
ENSMUSG00000004902	chr6	120760000	32
ENSMUSG00000040978	chr11	9040000	32
ENSMUSG00000048856	chr12	108820000	32
ENSMUSG00000030842	chr7	101900000	23
ENSMUSG00000018932	chr11	60920000	32
ENSMUSG00000025069	chr19	47860000	32
ENSMUSG00000011154	chr7	83780000	20
ENSMUSG00000027423	chr2	144260000	32
ENSMUSG00000024370	chr18	34640000	32
ENSMUSG00000026692	chr1	162800000	26
ENSMUSG00000022860	chr16	78920000	26
ENSMUSG00000074653	chr3	30680000	21
ENSMUSG00000036961	chr19	44480000	16
ENSMUSG00000028411	chr4	40700000	32
ENSMUSG00000030062	chr6	88080000	32
ENSMUSG00000000827	chr2	181480000	32
ENSMUSG00000002257	chr17	28200000	32
ENSMUSG00000024669	chr19	10720000	28
ENSMUSG00000056293	chr15	63840000	21
ENSMUSG00000055827	chr15	63860000	10
ENSMUSG00000039737	chr5	136180000	32
ENSMUSG00000022525	chr16	29200000	31
ENSMUSG00000022130	chr14	118120000	32
ENSMUSG00000028873	chr4	124920000	32
ENSMUSG00000031645	chr8	45260000	12
ENSMUSG00000033356	chr15	94540000	32
ENSMUSG00000073494	chr1	170220000	14
ENSMUSG00000032840	chr5	118240000	32
ENSMUSG00000029454	chr5	121540000	32
ENSMUSG00000037313	chr5	33640000	32
ENSMUSG00000070687	chr4	136420000	27
ENSMUSG00000039994	chr10	128220000	32
ENSMUSG00000008435	chr7	4440000	32
ENSMUSG00000037686	chr12	112100000	32
ENSMUSG00000090306	chr3	138360000	11
ENSMUSG00000051860	chr3	30740000	11
ENSMUSG00000027896	chr3	107280000	32
ENSMUSG00000053198	chr7	27480000	32
ENSMUSG00000074829	chr9	124300000	31
ENSMUSG00000038354	chr3	96660000	22
ENSMUSG00000045662	chr3	108920000	22
ENSMUSG00000096593	chr7	12620000	1
ENSMUSG00000070471	chr3	58620000	24
ENSMUSG00000064307	chr7	101920000	32
ENSMUSG00000021114	chr12	78860000	32
ENSMUSG00000026878	chr2	35200000	32
ENSMUSG00000046836	chr1	183280000	32
ENSMUSG00000000275	chr11	88980000	32
ENSMUSG00000062077	chr5	31100000	20
ENSMUSG00000040061	chr2	118720000	32
ENSMUSG00000043252	chr4	15260000	32
ENSMUSG00000091297	chr4	120580000	13
ENSMUSG00000002055	chr11	78300000	32
ENSMUSG00000040093	chr2	118540000	32
ENSMUSG00000029249	chr5	77260000	32
ENSMUSG00000001333	chr4	129280000	31
ENSMUSG00000028277	chr4	33020000	32
ENSMUSG00000027332	chr2	118860000	32
ENSMUSG00000043366	chr7	102740000	32
ENSMUSG00000032057	chr9	51100000	19
ENSMUSG00000095576	chr1	162920000	3
ENSMUSG00000034674	chr10	82620000	23
ENSMUSG00000032401	chr9	64100000	22
ENSMUSG00000002833	chr17	56060000	32
ENSMUSG00000029422	chr5	123740000	32
ENSMUSG00000091239	chr7	86240000	0
ENSMUSG00000094584	chr19	11000000	17
ENSMUSG00000021636	chr13	100600000	32
ENSMUSG00000031241	chrX	107660000	13
ENSMUSG00000074166	chr7	41480000	32
ENSMUSG00000026117	chr1	36760000	32
ENSMUSG00000090363	chr14	7160000	20
ENSMUSG00000020677	chr11	83940000	32
ENSMUSG00000056716	chr10	21680000	3
ENSMUSG00000055748	chr15	63900000	21
ENSMUSG00000075327	chr10	4380000	32
ENSMUSG00000028706	chr4	116040000	32
ENSMUSG00000014786	chr8	105340000	32
ENSMUSG00000020946	chr11	103680000	32
ENSMUSG00000001497	chr12	56680000	19
ENSMUSG00000024800	chr19	36080000	32
ENSMUSG00000063904	chr19	4920000	32
ENSMUSG00000045362	chr7	143620000	19
ENSMUSG00000001729	chr12	112660000	32
ENSMUSG00000036533	chr17	79340000	32
ENSMUSG00000021824	chr14	21040000	32
ENSMUSG00000050671	chr12	87280000	20
ENSMUSG00000078496	chr4	147480000	15
ENSMUSG00000091601	chr17	37160000	1
ENSMUSG00000018541	chr11	97760000	32
ENSMUSG00000027173	chr2	104740000	32
ENSMUSG00000027788	chr3	70000000	0
ENSMUSG00000026811	chr2	32580000	32
ENSMUSG00000073460	chr17	12900000	32
ENSMUSG00000040899	chr17	8220000	26
ENSMUSG00000061816	chr1	66940000	31
ENSMUSG00000030789	chr7	128120000	31
ENSMUSG00000040485	chr1	167460000	16
ENSMUSG00000040123	chr14	56800000	32
ENSMUSG00000078488	chr10	6760000	0
ENSMUSG00000062981	chr10	95500000	23
ENSMUSG00000003484	chr8	72000000	31
ENSMUSG00000030613	chr7	92560000	32
ENSMUSG00000025058	chrX	85860000	23
ENSMUSG00000053070	chr9	8040000	32
ENSMUSG00000033486	chr2	121400000	32
ENSMUSG00000049526	chr9	59520000	31
ENSMUSG00000007216	chr6	48600000	32
ENSMUSG00000046027	chr7	83620000	32
ENSMUSG00000072066	chr13	62620000	21
ENSMUSG00000049657	chr4	45000000	32
ENSMUSG00000031767	chr8	114120000	32
ENSMUSG00000079402	chr14	3640000	18
ENSMUSG00000096488	chr14	3400000	18
ENSMUSG00000056820	chr8	125000000	32
ENSMUSG00000002908	chr8	70860000	32
ENSMUSG00000030344	chr6	126840000	17
ENSMUSG00000040650	chr7	26680000	8
ENSMUSG00000060450	chr18	38280000	32
ENSMUSG00000043015	chr1	52620000	32
ENSMUSG00000072258	chr1	183380000	32
ENSMUSG00000003363	chr7	27540000	32
ENSMUSG00000018648	chr11	84060000	32
ENSMUSG00000037337	chr7	28980000	32
ENSMUSG00000027254	chr2	121280000	32
ENSMUSG00000031016	chr7	110120000	32
ENSMUSG00000032562	chr9	107620000	32
ENSMUSG00000029474	chr5	122840000	32
ENSMUSG00000026576	chr1	164440000	32
ENSMUSG00000027895	chr3	107440000	32
ENSMUSG00000095295	chr14	5500000	19
ENSMUSG00000079164	chr1	182940000	22
ENSMUSG00000075286	chr16	29960000	7
ENSMUSG00000078429	chr10	126960000	32
ENSMUSG00000038292	chr7	45200000	21
ENSMUSG00000070605	chr4	146440000	22
ENSMUSG00000027555	chr3	14640000	31
ENSMUSG00000028584	chr4	143340000	19
ENSMUSG00000051977	chr17	15560000	32
ENSMUSG00000031994	chr9	30940000	31
ENSMUSG00000028621	chr4	107060000	32
ENSMUSG00000024410	chr18	12160000	32
ENSMUSG00000036083	chr13	23820000	13
ENSMUSG00000031402	chrX	75120000	32
ENSMUSG00000070465	chr3	59940000	3
ENSMUSG00000029152	chr5	73280000	32
ENSMUSG00000074768	chr13	93620000	13
ENSMUSG00000025602	chr9	40180000	32
ENSMUSG00000026858	chr2	30360000	32
ENSMUSG00000029364	chr5	117340000	32
ENSMUSG00000030292	chr6	146840000	20
ENSMUSG00000078862	chr2	177940000	23
ENSMUSG00000054893	chr7	6280000	32
ENSMUSG00000067597	chrX	100520000	4
ENSMUSG00000031952	chr8	111900000	27
ENSMUSG00000011148	chr12	112620000	32
ENSMUSG00000059554	chr10	18220000	32
ENSMUSG00000071322	chr17	7320000	17
ENSMUSG00000000157	chr16	96440000	25
ENSMUSG00000093985	chr14	7020000	21
ENSMUSG00000093979	chr14	19580000	21
ENSMUSG00000022096	chr14	70540000	32
ENSMUSG00000068686	chr2	104060000	23
ENSMUSG00000030598	chr7	28700000	32
ENSMUSG00000028750	chr4	138720000	25
ENSMUSG00000048865	chr1	171380000	32
ENSMUSG00000020741	chr11	74640000	32
ENSMUSG00000025856	chr5	138980000	32
ENSMUSG00000033983	chr11	88960000	32
ENSMUSG00000042541	chr6	6560000	32
ENSMUSG00000034617	chr13	68580000	32
ENSMUSG00000094634	chr14	6100000	18
ENSMUSG00000041926	chr1	135280000	32
ENSMUSG00000013275	chr1	131820000	32
ENSMUSG00000055602	chr17	13060000	15
ENSMUSG00000026917	chr2	27500000	32
ENSMUSG00000091945	chr17	23300000	0
ENSMUSG00000028409	chr4	40740000	32
ENSMUSG00000064254	chr7	24580000	32
ENSMUSG00000031775	chr8	94680000	32
ENSMUSG00000027628	chr2	156540000	32
ENSMUSG00000028899	chr4	132260000	32
ENSMUSG00000041912	chr3	94400000	28
ENSMUSG00000055833	chr1	191900000	32
ENSMUSG00000040102	chr6	147080000	32
ENSMUSG00000091472	chr14	7300000	17
ENSMUSG00000074365	chr7	15880000	16
ENSMUSG00000060260	chr7	139240000	32
ENSMUSG00000040367	chr5	3840000	21
ENSMUSG00000025464	chr7	140100000	23
ENSMUSG00000021377	chr13	47100000	32
ENSMUSG00000005802	chr2	122700000	32
ENSMUSG00000031634	chr8	45960000	32
ENSMUSG00000022871	chr16	22900000	29
ENSMUSG00000002679	chr12	81580000	32
ENSMUSG00000021222	chr12	83520000	32
ENSMUSG00000022858	chr16	22260000	32
ENSMUSG00000020773	chr11	116120000	32
ENSMUSG00000090691	chr14	6880000	18
ENSMUSG00000021891	chr14	31480000	32
ENSMUSG00000051043	chr11	114840000	32
ENSMUSG00000071054	chr17	56580000	32
ENSMUSG00000047036	chr9	122860000	32
ENSMUSG00000021054	chr12	75720000	32
ENSMUSG00000022299	chr15	39100000	32
ENSMUSG00000064010	chr11	46620000	3
ENSMUSG00000003752	chr7	27220000	32
ENSMUSG00000019791	chr10	30620000	32
ENSMUSG00000027775	chr3	67580000	32
ENSMUSG00000059897	chr8	69200000	31
ENSMUSG00000069184	chr13	74380000	19
ENSMUSG00000074656	chr2	154880000	32
ENSMUSG00000020882	chr11	98020000	32
ENSMUSG00000044216	chr15	79500000	22
ENSMUSG00000035455	chr11	11800000	32
ENSMUSG00000024853	chr19	5280000	32
ENSMUSG00000004562	chr14	51980000	32
ENSMUSG00000031754	chr8	94020000	32
ENSMUSG00000009566	chr2	32700000	32
ENSMUSG00000078919	chr2	168220000	32
ENSMUSG00000021456	chr13	62840000	26
ENSMUSG00000059713	chr4	135420000	32
ENSMUSG00000002733	chr2	76660000	32
ENSMUSG00000091594	chr7	42720000	2
ENSMUSG00000071234	chr12	84680000	19
ENSMUSG00000027963	chr3	116000000	32
ENSMUSG00000025779	chr1	16680000	32
ENSMUSG00000064141	chr4	120940000	32
ENSMUSG00000030630	chr7	84600000	32
ENSMUSG00000040283	chr11	49180000	27
ENSMUSG00000028575	chr4	94920000	23
ENSMUSG00000022023	chr14	79480000	32
ENSMUSG00000044876	chr7	6160000	32
ENSMUSG00000011884	chr5	114680000	32
ENSMUSG00000030147	chr6	123040000	26
ENSMUSG00000071019	chr4	4060000	13
ENSMUSG00000062410	chr3	98760000	31
ENSMUSG00000074195	chr3	144920000	13
ENSMUSG00000036693	chr5	34660000	32
ENSMUSG00000079421	chr2	35380000	10
ENSMUSG00000024581	chr18	62960000	32
ENSMUSG00000064140	chr13	23760000	14
ENSMUSG00000074575	chr2	168280000	31
ENSMUSG00000053303	chr19	7800000	12
ENSMUSG00000057421	chrX	95940000	32
ENSMUSG00000040522	chrX	167260000	25
ENSMUSG00000020486	chr11	87560000	32
ENSMUSG00000071103	chr8	45960000	32
ENSMUSG00000024471	chr18	44320000	20
ENSMUSG00000067931	chr17	21560000	31
ENSMUSG00000057135	chr11	70800000	19
ENSMUSG00000023106	chr5	123900000	32
ENSMUSG00000051185	chr1	95300000	32
ENSMUSG00000031610	chr8	57440000	23
ENSMUSG00000024678	chr19	11520000	29
ENSMUSG00000019803	chr10	42580000	16
ENSMUSG00000032932	chr16	75760000	32
ENSMUSG00000028494	chr4	86660000	32
ENSMUSG00000000730	chr10	78040000	30
ENSMUSG00000028378	chr4	58980000	32
ENSMUSG00000028896	chr4	132340000	32
ENSMUSG00000024235	chr18	4340000	32
ENSMUSG00000062687	chr8	85140000	9
ENSMUSG00000039201	chrX	8160000	32
ENSMUSG00000028480	chr4	43940000	32
ENSMUSG00000060073	chr12	70960000	32
ENSMUSG00000031371	chrX	73440000	32
ENSMUSG00000013701	chr14	32200000	23
ENSMUSG00000024234	chr18	4360000	32
ENSMUSG00000056078	chr19	34100000	15
ENSMUSG00000021750	chr14	8300000	32
ENSMUSG00000058301	chr8	70340000	32
ENSMUSG00000028333	chr4	46440000	23
ENSMUSG00000012428	chr5	7960000	32
ENSMUSG00000017446	chr11	118420000	32
ENSMUSG00000000934	chr15	75660000	32
ENSMUSG00000028703	chr4	116060000	32
ENSMUSG00000003865	chr7	45420000	32
ENSMUSG00000044433	chr8	3580000	32
ENSMUSG00000056812	chr18	64240000	19
ENSMUSG00000004460	chr16	22840000	32
ENSMUSG00000034083	chr6	91860000	32
ENSMUSG00000035456	chr5	98160000	26
ENSMUSG00000035949	chr2	34820000	32
ENSMUSG00000021371	chr13	43560000	32
ENSMUSG00000018846	chr11	35760000	32
ENSMUSG00000027349	chr2	117240000	32
ENSMUSG00000038943	chr7	80280000	32
ENSMUSG00000069668	chr10	33840000	10
ENSMUSG00000056459	chr12	76360000	32
ENSMUSG00000058979	chr6	120520000	32
ENSMUSG00000063383	chr17	22160000	19
ENSMUSG00000031221	chrX	100480000	32
ENSMUSG00000047250	chr2	36220000	32
ENSMUSG00000025521	chr8	64940000	32
ENSMUSG00000026634	chr1	190920000	32
ENSMUSG00000005251	chr16	97760000	32
ENSMUSG00000094170	chrY	47680000	1
ENSMUSG00000023336	chr8	119660000	32
ENSMUSG00000017707	chr2	163640000	32
ENSMUSG00000009356	chr11	87820000	27
ENSMUSG00000096795	chr10	81700000	32
ENSMUSG00000048191	chr7	141640000	23
ENSMUSG00000050345	chr13	60860000	27
ENSMUSG00000040167	chr7	131400000	32
ENSMUSG00000031951	chr8	111920000	32
ENSMUSG00000035824	chr8	104240000	32
ENSMUSG00000026688	chr1	167380000	32
ENSMUSG00000032101	chr9	35540000	29
ENSMUSG00000072955	chrX	136960000	21
ENSMUSG00000020184	chr10	117700000	32
ENSMUSG00000026751	chr2	38700000	22
ENSMUSG00000029446	chr5	129780000	32
ENSMUSG00000062157	chr4	135680000	30
ENSMUSG00000079808	chrGL456212.1	140000	9
ENSMUSG00000025893	chr9	4300000	32
ENSMUSG00000069814	chr11	74600000	32
ENSMUSG00000070034	chr1	85580000	23
ENSMUSG00000034792	chr10	81520000	32
ENSMUSG00000030162	chr6	129500000	21
ENSMUSG00000078958	chr13	90900000	11
ENSMUSG00000042202	chr4	155600000	32
ENSMUSG00000044145	chr2	127200000	23
ENSMUSG00000015149	chr7	28760000	32
ENSMUSG00000036840	chr8	86740000	32
ENSMUSG00000027074	chr2	84920000	32
ENSMUSG00000023007	chr15	99280000	32
ENSMUSG00000031729	chr8	109680000	32
ENSMUSG00000032359	chr9	90040000	32
ENSMUSG00000031378	chrX	73700000	32
ENSMUSG00000038425	chr18	70520000	32
ENSMUSG00000030846	chr7	128460000	32
ENSMUSG00000053846	chr18	74960000	31
ENSMUSG00000064036	chr18	73840000	29
ENSMUSG00000052221	chr12	76400000	26
ENSMUSG00000051306	chr5	143720000	32
ENSMUSG00000002799	chr12	112920000	32
ENSMUSG00000031787	chr8	95080000	32
ENSMUSG00000021670	chr13	96660000	32
ENSMUSG00000034528	chr5	103960000	24
ENSMUSG00000037935	chr11	99220000	32
ENSMUSG00000001123	chr11	78980000	32
ENSMUSG00000010660	chr9	119080000	32
ENSMUSG00000030061	chr6	97200000	32
ENSMUSG00000026667	chr1	170200000	32
ENSMUSG00000042096	chr5	114000000	27
ENSMUSG00000039693	chr4	48520000	32
ENSMUSG00000036401	chr2	25800000	11
ENSMUSG00000021067	chr12	69980000	32
ENSMUSG00000040242	chr6	146560000	32
ENSMUSG00000044254	chr4	106460000	30
ENSMUSG00000093923	chrX	24760000	1
ENSMUSG00000001988	chr7	16460000	32
ENSMUSG00000059409	chr17	46700000	32
ENSMUSG00000035847	chrX	70360000	32
ENSMUSG00000021951	chr14	57560000	32
ENSMUSG00000044165	chr3	103820000	28
ENSMUSG00000020681	chr11	105960000	32
ENSMUSG00000021665	chr13	97180000	32
ENSMUSG00000020075	chr10	62600000	32
ENSMUSG00000029135	chr5	32120000	32
ENSMUSG00000019373	chr11	59820000	32
ENSMUSG00000030264	chr6	113040000	32
ENSMUSG00000038437	chr11	97660000	32
ENSMUSG00000026368	chr1	139500000	12
ENSMUSG00000018347	chr11	65800000	32
ENSMUSG00000055128	chr14	46820000	32
ENSMUSG00000070709	chr7	27920000	32
ENSMUSG00000040464	chr5	5540000	32
ENSMUSG00000027879	chr3	97900000	32
ENSMUSG00000029657	chr5	149620000	32
ENSMUSG00000024831	chr19	3280000	32
ENSMUSG00000032066	chr9	50540000	32
ENSMUSG00000034224	chr8	119500000	17
ENSMUSG00000070618	chr4	143540000	0
ENSMUSG00000030534	chr7	80260000	32
ENSMUSG00000029556	chr5	114960000	31
ENSMUSG00000001156	chr6	86660000	32
ENSMUSG00000074580	chr3	65520000	23
ENSMUSG00000055069	chr9	53700000	27
ENSMUSG00000018166	chr10	128580000	32
ENSMUSG00000029151	chr5	31100000	28
ENSMUSG00000042650	chr11	60520000	32
ENSMUSG00000023073	chr8	5100000	16
ENSMUSG00000032586	chr9	107940000	32
ENSMUSG00000032372	chr9	92260000	32
ENSMUSG00000073267	chrX	25560000	1
ENSMUSG00000042594	chr5	121820000	32
ENSMUSG00000042647	chr5	121600000	32
ENSMUSG00000096574	chr14	3320000	20
ENSMUSG00000028948	chr4	152020000	32
ENSMUSG00000067006	chr1	106860000	20
ENSMUSG00000031382	chrX	164420000	30
ENSMUSG00000023966	chr17	46140000	32
ENSMUSG00000002129	chr11	4160000	32
ENSMUSG00000026027	chr1	58960000	32
ENSMUSG00000029470	chr5	122700000	32
ENSMUSG00000026581	chr1	164060000	30
ENSMUSG00000022967	chr16	91480000	32
ENSMUSG00000022945	chr16	93880000	32
ENSMUSG00000038065	chr6	54680000	32
ENSMUSG00000036856	chr4	137260000	31
ENSMUSG00000029851	chr6	42640000	31
ENSMUSG00000028391	chr4	62460000	32
ENSMUSG00000070305	chr9	45040000	32
ENSMUSG00000022779	chr16	16860000	32
ENSMUSG00000021376	chr13	47040000	32
ENSMUSG00000091563	chr14	4100000	19
ENSMUSG00000024457	chr17	36820000	32
ENSMUSG00000039997	chr1	173940000	32
ENSMUSG00000074529	chr2	177920000	21
ENSMUSG00000062908	chr3	153940000	32
ENSMUSG00000038886	chr7	80360000	32
ENSMUSG00000095681	chr14	5060000	21
ENSMUSG00000038175	chr13	45380000	32
ENSMUSG00000027534	chr3	10440000	32
ENSMUSG00000020135	chr10	80280000	32
ENSMUSG00000040033	chr10	128260000	32
ENSMUSG00000031988	chr9	27020000	32
ENSMUSG00000021253	chr12	86060000	32
ENSMUSG00000040652	chr9	65660000	23
ENSMUSG00000068134	chr2	150120000	31
ENSMUSG00000020682	chr11	83460000	32
ENSMUSG00000029465	chr5	122380000	32
ENSMUSG00000055675	chr8	15000000	32
ENSMUSG00000050786	chr6	49300000	32
ENSMUSG00000037640	chr7	27720000	32
ENSMUSG00000074604	chr3	51660000	32
ENSMUSG00000079391	chr14	4180000	19
ENSMUSG00000022179	chr14	54600000	32
ENSMUSG00000024033	chr17	31260000	32
ENSMUSG00000022339	chr15	44600000	32
ENSMUSG00000045569	chr18	68420000	25
ENSMUSG00000070953	chr2	34780000	32
ENSMUSG00000028914	chr4	141780000	32
ENSMUSG00000020513	chr11	86540000	32
ENSMUSG00000024667	chr19	10540000	32
ENSMUSG00000049327	chr5	124420000	32
ENSMUSG00000052906	chr8	33640000	32
ENSMUSG00000040520	chr4	26340000	32
ENSMUSG00000070816	chr7	13100000	0
ENSMUSG00000020592	chr12	8760000	32
ENSMUSG00000044066	chr11	20240000	32
ENSMUSG00000026009	chr1	60960000	26
ENSMUSG00000039781	chr11	120080000	32
ENSMUSG00000042978	chr7	126260000	32
ENSMUSG00000031628	chr8	46600000	32
ENSMUSG00000049281	chr9	40260000	31
ENSMUSG00000057003	chr11	67220000	16
ENSMUSG00000034266	chr12	85680000	32
ENSMUSG00000034450	chr14	66000000	25
ENSMUSG00000091259	chr17	20580000	0
ENSMUSG00000091586	chr17	32500000	23
ENSMUSG00000045518	chr10	80480000	16
ENSMUSG00000028145	chr3	94300000	32
ENSMUSG00000049354	chr11	106020000	32
ENSMUSG00000017421	chr11	80380000	32
ENSMUSG00000060594	chr9	51060000	32
ENSMUSG00000022407	chr15	80940000	32
ENSMUSG00000018486	chr11	103740000	25
ENSMUSG00000004771	chr9	64720000	32
ENSMUSG00000016494	chr1	194920000	32
ENSMUSG00000090707	chr14	5880000	17
ENSMUSG00000027247	chr2	91640000	32
ENSMUSG00000018595	chrX	136780000	15
ENSMUSG00000015787	chr2	26860000	16
ENSMUSG00000024675	chr19	11400000	29
ENSMUSG00000025527	chrX	112400000	10
ENSMUSG00000000555	chr15	103360000	32
ENSMUSG00000026192	chr1	71540000	32
ENSMUSG00000031881	chr8	104620000	19
ENSMUSG00000034820	chr19	10520000	32
ENSMUSG00000063415	chr6	84580000	32
ENSMUSG00000071533	chr16	56020000	32
ENSMUSG00000029281	chr5	88080000	9
ENSMUSG00000061981	chr11	78020000	32
ENSMUSG00000017765	chr8	105960000	32
ENSMUSG00000033544	chr1	156820000	32
ENSMUSG00000054793	chr7	24480000	32
ENSMUSG00000091275	chr14	5960000	17
ENSMUSG00000032369	chr9	92240000	22
ENSMUSG00000032599	chr9	108780000	32
ENSMUSG00000090527	chr3	59720000	3
ENSMUSG00000045667	chr11	72400000	32
ENSMUSG00000032602	chr9	108660000	32
ENSMUSG00000037849	chr1	173480000	19
ENSMUSG00000068547	chr3	144960000	17
ENSMUSG00000033918	chr16	20300000	23
ENSMUSG00000090641	chr13	67060000	27
ENSMUSG00000001288	chr15	102240000	32
ENSMUSG00000047237	chr9	109160000	10
ENSMUSG00000028618	chr4	107160000	23
ENSMUSG00000043583	chr2	170600000	11
ENSMUSG00000074378	chr7	13440000	1
ENSMUSG00000053063	chr6	129340000	20
ENSMUSG00000079316	chrX	166460000	32
ENSMUSG00000010142	chr11	61120000	31
ENSMUSG00000060149	chr17	16940000	30
ENSMUSG00000058046	chr4	62520000	27
ENSMUSG00000017299	chr2	164740000	32
ENSMUSG00000022568	chr15	76060000	32
ENSMUSG00000035199	chr6	97200000	32
ENSMUSG00000059956	chr1	106920000	13
ENSMUSG00000033068	chr2	150740000	32
ENSMUSG00000020850	chr11	75480000	32
ENSMUSG00000023068	chr10	52400000	32
ENSMUSG00000081218	chrX	24560000	0
ENSMUSG00000056133	chr17	7380000	18
ENSMUSG00000052469	chr17	13340000	4
ENSMUSG00000060336	chr2	150200000	23
ENSMUSG00000068959	chr7	39500000	30
ENSMUSG00000029922	chr6	39420000	32
ENSMUSG00000055048	chr7	57380000	6
ENSMUSG00000044700	chr4	149720000	32
ENSMUSG00000028871	chr4	124980000	32
ENSMUSG00000045503	chr2	164440000	32
ENSMUSG00000061759	chr10	4420000	32
ENSMUSG00000004768	chr1	33700000	32
ENSMUSG00000040945	chr4	140700000	32
ENSMUSG00000061815	chr1	74120000	19
ENSMUSG00000049608	chr1	85960000	20
ENSMUSG00000074500	chr9	18460000	30
ENSMUSG00000030060	chr6	87900000	32
ENSMUSG00000052033	chr2	170480000	32
ENSMUSG00000021994	chr14	28500000	32
ENSMUSG00000007656	chr9	75020000	32
ENSMUSG00000030109	chr6	121340000	32
ENSMUSG00000003037	chr8	72160000	32
ENSMUSG00000024055	chr17	32940000	32
ENSMUSG00000029126	chr5	38140000	32
ENSMUSG00000037185	chr15	101360000	23
ENSMUSG00000018433	chr11	107180000	32
ENSMUSG00000029723	chr5	137740000	32
ENSMUSG00000020022	chr10	94180000	23
ENSMUSG00000021431	chr13	38200000	32
ENSMUSG00000029201	chr5	65420000	32
ENSMUSG00000026307	chr1	91280000	32
ENSMUSG00000029729	chr5	138080000	32
ENSMUSG00000041920	chr11	109460000	32
ENSMUSG00000018167	chr11	98340000	32
ENSMUSG00000026357	chr1	144760000	21
ENSMUSG00000038264	chr9	57940000	32
ENSMUSG00000020899	chr11	69000000	32
ENSMUSG00000024099	chr17	66100000	32
ENSMUSG00000074623	chr2	160320000	19
ENSMUSG00000022515	chr16	4960000	32
ENSMUSG00000029268	chr5	87480000	15
ENSMUSG00000042532	chr19	42240000	31
ENSMUSG00000020922	chr11	102180000	32
ENSMUSG00000047115	chr6	49360000	32
ENSMUSG00000015023	chr8	110980000	32
ENSMUSG00000029427	chr5	123720000	32
ENSMUSG00000052384	chr16	32160000	32
ENSMUSG00000055660	chr17	94740000	32
ENSMUSG00000031790	chr8	95340000	31
ENSMUSG00000079655	chrX	26040000	1
ENSMUSG00000069520	chr10	115360000	32
ENSMUSG00000040669	chr6	122340000	32
ENSMUSG00000041629	chr11	113680000	32
ENSMUSG00000029337	chr5	98240000	14
ENSMUSG00000073988	chr4	20000000	32
ENSMUSG00000073257	chrX	29960000	1
ENSMUSG00000044819	chr14	120040000	13
ENSMUSG00000096457	chrX	28600000	1
ENSMUSG00000095546	chrX	27480000	1
ENSMUSG00000035403	chr2	37760000	22
ENSMUSG00000032754	chr5	120500000	32
ENSMUSG00000095293	chrX	27940000	1
ENSMUSG00000073255	chrX	30320000	1
ENSMUSG00000074219	chr8	83940000	23
ENSMUSG00000095887	chrX	28940000	1
ENSMUSG00000021809	chr14	20280000	32
ENSMUSG00000071553	chr6	30540000	31
ENSMUSG00000095063	chrX	26540000	1
ENSMUSG00000073245	chrX	35400000	1
ENSMUSG00000025785	chr9	123100000	32
ENSMUSG00000026572	chr1	165160000	19
ENSMUSG00000094624	chrX	28280000	1
ENSMUSG00000094759	chrX	30840000	1
ENSMUSG00000021611	chr13	73620000	32
ENSMUSG00000073247	chrX	35060000	1
ENSMUSG00000028657	chr4	122820000	32
ENSMUSG00000028262	chr3	144800000	31
ENSMUSG00000022365	chr15	57880000	32
ENSMUSG00000080725	chrX	26920000	1
ENSMUSG00000079853	chr6	130380000	4
